n,k,tasks,robot_locations, Partition Algorithm timespan, Optimal timespan,PA runtime, Gurobi runtime
14,2,"[(0, 3)]","(0, 1)", 3 ,3,0.0004801750183105469,2.2911744117736816
14,2,"[(0, 3)]","(4, 9)", 7 ,7,0.00024318695068359375,0.12024545669555664
14,3,"[(0, 3)]","(0, 1, 11)", 3 ,3,0.000370025634765625,0.535099983215332
14,3,"[(0, 3)]","(0, 7, 10)", 3 ,3,0.00027370452880859375,0.3151893615722656
14,3,"[(0, 3)]","(1, 5, 7)", 4 ,4,0.00029754638671875,0.290416955947876
14,3,"[(0, 3)]","(2, 4, 10)", 5 ,5,0.0003247261047363281,0.5059614181518555
14,3,"[(0, 3)]","(3, 5, 7)", 6 ,6,0.0002677440643310547,0.300673246383667
14,3,"[(0, 3)]","(4, 7, 8)", 7 ,7,0.00028252601623535156,0.6905913352966309
14,3,"[(0, 3)]","(6, 7, 9)", 9 ,9,0.0003228187561035156,1.7563419342041016
14,3,"[(0, 3)]","(9, 12, 13)", 12 ,12,0.0002791881561279297,0.6962776184082031
14,4,"[(0, 3)]","(0, 1, 7, 8)", 3 ,3,0.0003566741943359375,0.602266788482666
14,4,"[(0, 3)]","(0, 2, 6, 9)", 3 ,3,0.0004508495330810547,0.7214937210083008
14,4,"[(0, 3)]","(0, 3, 7, 8)", 3 ,3,0.00041675567626953125,0.6963403224945068
14,4,"[(0, 3)]","(0, 4, 9, 13)", 3 ,3,0.0002892017364501953,0.7252724170684814
14,4,"[(0, 3)]","(0, 6, 10, 11)", 3 ,3,0.0003275871276855469,0.646904468536377
14,4,"[(0, 3)]","(1, 2, 3, 13)", 4 ,4,0.0004150867462158203,0.6846516132354736
14,4,"[(0, 3)]","(1, 3, 4, 9)", 4 ,4,0.00032591819763183594,0.8854091167449951
14,4,"[(0, 3)]","(1, 4, 6, 8)", 4 ,4,0.00038623809814453125,0.7165331840515137
14,4,"[(0, 3)]","(1, 5, 10, 12)", 4 ,4,0.00031948089599609375,0.6731870174407959
14,4,"[(0, 3)]","(1, 8, 12, 13)", 4 ,4,0.0005590915679931641,1.818251371383667
14,4,"[(0, 3)]","(2, 3, 10, 11)", 5 ,5,0.0003402233123779297,2.2313408851623535
14,4,"[(0, 3)]","(2, 5, 7, 9)", 5 ,5,0.00034236907958984375,1.2827425003051758
14,4,"[(0, 3)]","(2, 7, 10, 11)", 5 ,5,0.0005028247833251953,2.761971950531006
