n,k,tasks,robot_locations, Partition Algorithm timespan, Optimal timespan,PA runtime, Gurobi runtime
10,3,"[(0, 3)]","(0, 2, 8)", 3 ,3,0.0005383491516113281,0.4357278347015381
10,3,"[(0, 3)]","(0, 2, 9)", 3 ,3,0.0008046627044677734,0.4233205318450928
10,3,"[(0, 3)]","(0, 3, 4)", 3 ,3,0.0009415149688720703,0.3156111240386963
10,3,"[(0, 3)]","(0, 3, 5)", 3 ,3,0.0003638267517089844,0.3187272548675537
10,3,"[(0, 3)]","(0, 3, 6)", 3 ,3,0.0003943443298339844,0.2817568778991699
10,3,"[(0, 3)]","(0, 3, 7)", 3 ,3,0.0006897449493408203,0.44822239875793457
10,3,"[(0, 3)]","(0, 3, 8)", 3 ,3,0.0006155967712402344,0.42852187156677246
10,3,"[(0, 3)]","(0, 3, 9)", 3 ,3,0.0007731914520263672,0.43938541412353516
10,3,"[(0, 3)]","(0, 4, 5)", 3 ,3,0.000507354736328125,0.7280888557434082
10,3,"[(0, 3)]","(0, 4, 6)", 3 ,3,0.0005021095275878906,0.3805859088897705
10,3,"[(0, 3)]","(0, 4, 7)", 3 ,3,0.00036835670471191406,0.26166462898254395
10,3,"[(0, 3)]","(0, 4, 8)", 3 ,3,0.000583648681640625,0.29834723472595215
10,3,"[(0, 3)]","(0, 4, 9)", 3 ,3,0.0003647804260253906,0.26980113983154297
10,3,"[(0, 3)]","(0, 5, 6)", 3 ,3,0.0004544258117675781,0.34638261795043945
10,3,"[(0, 3)]","(0, 5, 7)", 3 ,3,0.0004150867462158203,0.41286659240722656
10,3,"[(0, 3)]","(0, 5, 8)", 3 ,3,0.0006320476531982422,0.4051651954650879
10,3,"[(0, 3)]","(0, 5, 9)", 3 ,3,0.0004904270172119141,0.4439117908477783
10,3,"[(0, 3)]","(0, 6, 7)", 3 ,3,0.0012066364288330078,0.5287840366363525
10,3,"[(0, 3)]","(0, 6, 8)", 3 ,3,0.0005440711975097656,0.4183461666107178
10,3,"[(0, 3)]","(0, 6, 9)", 3 ,3,0.0005736351013183594,0.4512770175933838
10,3,"[(0, 3)]","(0, 7, 8)", 3 ,3,0.000690460205078125,0.7595312595367432
10,3,"[(0, 3)]","(0, 7, 9)", 3 ,3,0.0005519390106201172,0.4080088138580322
10,3,"[(0, 3)]","(0, 8, 9)", 3 ,3,0.0008182525634765625,0.6703932285308838
10,3,"[(0, 3)]","(1, 2, 3)", 4 ,4,0.0005478858947753906,0.5370509624481201
10,3,"[(0, 3)]","(1, 2, 4)", 4 ,4,0.00041413307189941406,0.41211867332458496
10,3,"[(0, 3)]","(1, 2, 5)", 4 ,4,0.0004162788391113281,0.7970180511474609
10,3,"[(0, 3)]","(1, 2, 6)", 4 ,4,0.0005292892456054688,0.6573841571807861
10,3,"[(0, 3)]","(1, 2, 7)", 4 ,4,0.0006079673767089844,0.3557860851287842
10,3,"[(0, 3)]","(1, 2, 8)", 4 ,4,0.000362396240234375,0.44103550910949707
10,3,"[(0, 3)]","(1, 2, 9)", 4 ,4,0.0004093647003173828,0.4452245235443115
10,3,"[(0, 3)]","(1, 3, 4)", 4 ,4,0.0003452301025390625,0.45383596420288086
10,3,"[(0, 3)]","(1, 3, 5)", 4 ,4,0.0008037090301513672,0.4476509094238281
10,3,"[(0, 3)]","(1, 3, 6)", 4 ,4,0.0008523464202880859,0.458327054977417
10,3,"[(0, 3)]","(1, 3, 7)", 4 ,4,0.0003788471221923828,0.29241156578063965
10,3,"[(0, 3)]","(1, 3, 8)", 4 ,4,0.00044465065002441406,0.31726789474487305
10,3,"[(0, 3)]","(1, 3, 9)", 4 ,4,0.00043082237243652344,0.3138151168823242
10,3,"[(0, 3)]","(1, 4, 5)", 4 ,4,0.0005669593811035156,0.36020541191101074
10,3,"[(0, 3)]","(1, 4, 6)", 4 ,4,0.0005795955657958984,0.3431093692779541
10,3,"[(0, 3)]","(1, 4, 7)", 4 ,4,0.00038886070251464844,0.29454922676086426
10,3,"[(0, 3)]","(1, 4, 8)", 4 ,4,0.0004830360412597656,0.282977819442749
10,3,"[(0, 3)]","(1, 4, 9)", 4 ,4,0.0008134841918945312,0.3222682476043701
10,3,"[(0, 3)]","(1, 5, 6)", 4 ,4,0.00036787986755371094,0.3252217769622803
10,3,"[(0, 3)]","(1, 5, 7)", 4 ,4,0.0005784034729003906,0.2763204574584961
10,3,"[(0, 3)]","(1, 5, 8)", 4 ,4,0.0008616447448730469,0.43591737747192383
10,3,"[(0, 3)]","(1, 5, 9)", 4 ,4,0.0005362033843994141,0.4436511993408203
10,3,"[(0, 3)]","(1, 6, 7)", 4 ,4,0.000720977783203125,0.5102567672729492
10,3,"[(0, 3)]","(1, 6, 8)", 4 ,4,0.0005228519439697266,0.4363291263580322
10,3,"[(0, 3)]","(1, 6, 9)", 4 ,4,0.0005261898040771484,0.361006498336792
10,3,"[(0, 3)]","(1, 7, 8)", 4 ,4,0.00032782554626464844,0.2962961196899414
10,3,"[(0, 3)]","(1, 7, 9)", 4 ,4,0.00045943260192871094,0.27082300186157227
10,3,"[(0, 3)]","(1, 8, 9)", 4 ,4,0.0006198883056640625,0.6203193664550781
10,3,"[(0, 3)]","(2, 3, 4)", 5 ,5,0.0004093647003173828,0.6107802391052246
10,3,"[(0, 3)]","(2, 3, 5)", 5 ,5,0.0003795623779296875,0.612421989440918
10,3,"[(0, 3)]","(2, 3, 6)", 5 ,5,0.0005373954772949219,0.719602108001709
10,3,"[(0, 3)]","(2, 3, 7)", 5 ,5,0.0008747577667236328,0.6092169284820557
10,3,"[(0, 3)]","(2, 3, 8)", 5 ,5,0.0005238056182861328,0.5454401969909668
10,3,"[(0, 3)]","(2, 3, 9)", 5 ,5,0.0003781318664550781,0.6555438041687012
10,3,"[(0, 3)]","(2, 4, 5)", 5 ,5,0.0006453990936279297,0.76503586769104
10,3,"[(0, 3)]","(2, 4, 6)", 5 ,5,0.0007994174957275391,0.6639602184295654
10,3,"[(0, 3)]","(2, 4, 7)", 5 ,5,0.0006740093231201172,0.6847655773162842
10,3,"[(0, 3)]","(2, 4, 8)", 5 ,5,0.0006039142608642578,0.6956899166107178
10,3,"[(0, 3)]","(2, 4, 9)", 5 ,5,0.0005896091461181641,0.6904897689819336
10,3,"[(0, 3)]","(2, 5, 6)", 5 ,5,0.0006272792816162109,0.7264490127563477
10,3,"[(0, 3)]","(2, 5, 7)", 5 ,5,0.0009076595306396484,0.7509040832519531
10,3,"[(0, 3)]","(2, 5, 8)", 5 ,5,0.0006515979766845703,0.6936697959899902
10,3,"[(0, 3)]","(2, 5, 9)", 5 ,5,0.0007300376892089844,0.5822417736053467
10,3,"[(0, 3)]","(2, 6, 7)", 5 ,5,0.0005381107330322266,0.7272646427154541
10,3,"[(0, 3)]","(2, 6, 8)", 5 ,5,0.0005257129669189453,0.5671958923339844
10,3,"[(0, 3)]","(2, 6, 9)", 5 ,5,0.00044035911560058594,0.4991798400878906
10,3,"[(0, 3)]","(2, 7, 8)", 5 ,5,0.00040841102600097656,0.5574369430541992
10,3,"[(0, 3)]","(2, 7, 9)", 5 ,5,0.0006170272827148438,0.6201198101043701
10,3,"[(0, 3)]","(2, 8, 9)", 5 ,5,0.0007266998291015625,0.6192588806152344
10,3,"[(0, 3)]","(3, 4, 5)", 6 ,6,0.0005612373352050781,0.5162584781646729
10,3,"[(0, 3)]","(3, 4, 6)", 6 ,6,0.0006108283996582031,0.7912192344665527
10,3,"[(0, 3)]","(3, 4, 7)", 6 ,6,0.0006155967712402344,0.5668621063232422
10,3,"[(0, 3)]","(3, 4, 8)", 6 ,6,0.0004684925079345703,0.5309004783630371
10,3,"[(0, 3)]","(3, 4, 9)", 6 ,6,0.0006411075592041016,0.6126911640167236
10,3,"[(0, 3)]","(3, 5, 6)", 6 ,6,0.0005726814270019531,0.6784200668334961
10,3,"[(0, 3)]","(3, 5, 7)", 6 ,6,0.0003521442413330078,0.5288729667663574
10,3,"[(0, 3)]","(3, 5, 8)", 6 ,6,0.00043129920959472656,0.5469653606414795
10,3,"[(0, 3)]","(3, 5, 9)", 6 ,6,0.00041365623474121094,0.644798755645752
10,3,"[(0, 3)]","(3, 6, 7)", 6 ,6,0.0006856918334960938,0.6386182308197021
10,3,"[(0, 3)]","(3, 6, 8)", 6 ,6,0.0005362033843994141,0.7157196998596191
10,3,"[(0, 3)]","(3, 6, 9)", 6 ,6,0.0006327629089355469,0.6820762157440186
10,3,"[(0, 3)]","(3, 7, 8)", 6 ,6,0.0006444454193115234,0.8072891235351562
10,3,"[(0, 3)]","(3, 7, 9)", 6 ,6,0.0004978179931640625,0.5011179447174072
10,3,"[(0, 3)]","(3, 8, 9)", 6 ,6,0.0005862712860107422,0.5428996086120605
10,3,"[(0, 3)]","(4, 5, 6)", 7 ,7,0.000743865966796875,0.6369810104370117
10,3,"[(0, 3)]","(4, 5, 7)", 7 ,7,0.0004317760467529297,0.6133708953857422
10,3,"[(0, 3)]","(4, 5, 8)", 7 ,7,0.0011162757873535156,0.7966623306274414
10,3,"[(0, 3)]","(4, 5, 9)", 7 ,7,0.0005154609680175781,0.718533992767334
10,3,"[(0, 3)]","(4, 6, 7)", 7 ,7,0.0006368160247802734,0.8264191150665283
10,3,"[(0, 3)]","(4, 6, 8)", 7 ,7,0.0006289482116699219,1.2541215419769287
10,3,"[(0, 3)]","(4, 6, 9)", 7 ,7,0.0009133815765380859,0.7892215251922607
10,3,"[(0, 3)]","(4, 7, 8)", 7 ,7,0.0006844997406005859,0.5760736465454102
10,3,"[(0, 3)]","(4, 7, 9)", 7 ,7,0.00044155120849609375,0.443706750869751
10,3,"[(0, 3)]","(4, 8, 9)", 7 ,7,0.00035119056701660156,0.5127348899841309
10,3,"[(0, 3)]","(5, 6, 7)", 8 ,8,0.0005857944488525391,0.6714518070220947
10,3,"[(0, 3)]","(5, 6, 8)", 8 ,8,0.00037217140197753906,0.5132553577423096
10,3,"[(0, 3)]","(5, 6, 9)", 8 ,8,0.0006177425384521484,0.793665885925293
10,3,"[(0, 3)]","(5, 7, 8)", 8 ,8,0.0006225109100341797,0.6958022117614746
10,3,"[(0, 3)]","(5, 7, 9)", 8 ,8,0.001123189926147461,0.8032028675079346
10,3,"[(0, 3)]","(5, 8, 9)", 8 ,8,0.0005331039428710938,0.6520309448242188
10,3,"[(0, 3)]","(6, 7, 8)", 9 ,9,0.0004832744598388672,0.8297746181488037
10,3,"[(0, 3)]","(6, 7, 9)", 9 ,9,0.0003802776336669922,0.6310081481933594
10,3,"[(0, 3)]","(6, 8, 9)", 9 ,9,0.0004355907440185547,0.6451029777526855
10,3,"[(0, 3)]","(7, 8, 9)", 10 ,10,0.0004601478576660156,0.641160249710083
10,4,"[(0, 3)]","(0, 1, 2, 3)", 3 ,3,0.0006330013275146484,1.7148346900939941
10,4,"[(0, 3)]","(0, 1, 2, 4)", 3 ,3,0.0010929107666015625,1.2650048732757568
10,4,"[(0, 3)]","(0, 1, 2, 5)", 3 ,3,0.0006785392761230469,1.118330478668213
10,4,"[(0, 3)]","(0, 1, 2, 6)", 3 ,3,0.000698089599609375,1.0404024124145508
10,4,"[(0, 3)]","(0, 1, 2, 7)", 3 ,3,0.0007665157318115234,1.0606143474578857
10,4,"[(0, 3)]","(0, 1, 2, 8)", 3 ,3,0.0006957054138183594,1.050719976425171
10,4,"[(0, 3)]","(0, 1, 2, 9)", 3 ,3,0.000701904296875,1.092883586883545
10,4,"[(0, 3)]","(0, 1, 3, 4)", 3 ,3,0.0007379055023193359,1.1626863479614258
10,4,"[(0, 3)]","(0, 1, 3, 5)", 3 ,3,0.0006895065307617188,0.7910950183868408
10,4,"[(0, 3)]","(0, 1, 3, 6)", 3 ,3,0.00038909912109375,0.7111794948577881
10,4,"[(0, 3)]","(0, 1, 3, 7)", 3 ,3,0.00041747093200683594,0.9045624732971191
10,4,"[(0, 3)]","(0, 1, 3, 8)", 3 ,3,0.0006334781646728516,0.842458963394165
10,4,"[(0, 3)]","(0, 1, 3, 9)", 3 ,3,0.0005080699920654297,1.0241963863372803
10,4,"[(0, 3)]","(0, 1, 4, 5)", 3 ,3,0.0006380081176757812,1.1528606414794922
10,4,"[(0, 3)]","(0, 1, 4, 6)", 3 ,3,0.0006170272827148438,1.1021006107330322
10,4,"[(0, 3)]","(0, 1, 4, 7)", 3 ,3,0.0006005764007568359,1.0148017406463623
10,4,"[(0, 3)]","(0, 1, 4, 8)", 3 ,3,0.0007266998291015625,1.016676664352417
10,4,"[(0, 3)]","(0, 1, 4, 9)", 3 ,3,0.0005447864532470703,0.8402471542358398
10,4,"[(0, 3)]","(0, 1, 5, 6)", 3 ,3,0.0004527568817138672,0.6817667484283447
10,4,"[(0, 3)]","(0, 1, 5, 7)", 3 ,3,0.00045037269592285156,0.6129899024963379
10,4,"[(0, 3)]","(0, 1, 5, 8)", 3 ,3,0.0004277229309082031,0.5898051261901855
10,4,"[(0, 3)]","(0, 1, 5, 9)", 3 ,3,0.0005488395690917969,0.745856523513794
10,4,"[(0, 3)]","(0, 1, 6, 7)", 3 ,3,0.0011789798736572266,1.169771432876587
10,4,"[(0, 3)]","(0, 1, 6, 8)", 3 ,3,0.0008611679077148438,0.9977188110351562
10,4,"[(0, 3)]","(0, 1, 6, 9)", 3 ,3,0.00054931640625,1.0720813274383545
10,4,"[(0, 3)]","(0, 1, 7, 8)", 3 ,3,0.00043773651123046875,0.6875770092010498
10,4,"[(0, 3)]","(0, 1, 7, 9)", 3 ,3,0.00040435791015625,0.6703016757965088
10,4,"[(0, 3)]","(0, 1, 8, 9)", 3 ,3,0.0005135536193847656,0.6637852191925049
10,4,"[(0, 3)]","(0, 2, 3, 4)", 3 ,3,0.0006363391876220703,0.6815488338470459
10,4,"[(0, 3)]","(0, 2, 3, 5)", 3 ,3,0.0005440711975097656,0.7960295677185059
10,4,"[(0, 3)]","(0, 2, 3, 6)", 3 ,3,0.0008270740509033203,0.8816688060760498
10,4,"[(0, 3)]","(0, 2, 3, 7)", 3 ,3,0.00046896934509277344,0.596787691116333
10,4,"[(0, 3)]","(0, 2, 3, 8)", 3 ,3,0.0003981590270996094,0.6524918079376221
10,4,"[(0, 3)]","(0, 2, 3, 9)", 3 ,3,0.0006589889526367188,0.7674140930175781
10,4,"[(0, 3)]","(0, 2, 4, 5)", 3 ,3,0.0005304813385009766,0.6090404987335205
10,4,"[(0, 3)]","(0, 2, 4, 6)", 3 ,3,0.00043487548828125,0.633887767791748
10,4,"[(0, 3)]","(0, 2, 4, 7)", 3 ,3,0.0005340576171875,0.6032907962799072
10,4,"[(0, 3)]","(0, 2, 4, 8)", 3 ,3,0.0006775856018066406,0.609344482421875
10,4,"[(0, 3)]","(0, 2, 4, 9)", 3 ,3,0.0004761219024658203,0.43279027938842773
10,4,"[(0, 3)]","(0, 2, 5, 6)", 3 ,3,0.0003883838653564453,0.5731256008148193
10,4,"[(0, 3)]","(0, 2, 5, 7)", 3 ,3,0.0003688335418701172,0.503737211227417
10,4,"[(0, 3)]","(0, 2, 5, 8)", 3 ,3,0.0004742145538330078,0.5624675750732422
10,4,"[(0, 3)]","(0, 2, 5, 9)", 3 ,3,0.0006084442138671875,0.6595189571380615
10,4,"[(0, 3)]","(0, 2, 6, 7)", 3 ,3,0.0003886222839355469,0.564638614654541
10,4,"[(0, 3)]","(0, 2, 6, 8)", 3 ,3,0.0004267692565917969,0.5440094470977783
10,4,"[(0, 3)]","(0, 2, 6, 9)", 3 ,3,0.0008716583251953125,0.6458828449249268
10,4,"[(0, 3)]","(0, 2, 7, 8)", 3 ,3,0.0006120204925537109,0.4478440284729004
10,4,"[(0, 3)]","(0, 2, 7, 9)", 3 ,3,0.0004467964172363281,0.4721033573150635
10,4,"[(0, 3)]","(0, 2, 8, 9)", 3 ,3,0.0005295276641845703,0.6259806156158447
10,4,"[(0, 3)]","(0, 3, 4, 5)", 3 ,3,0.0005533695220947266,0.628626823425293
10,4,"[(0, 3)]","(0, 3, 4, 6)", 3 ,3,0.00038361549377441406,0.5732717514038086
10,4,"[(0, 3)]","(0, 3, 4, 7)", 3 ,3,0.00042438507080078125,0.588294267654419
10,4,"[(0, 3)]","(0, 3, 4, 8)", 3 ,3,0.0004673004150390625,0.5262861251831055
10,4,"[(0, 3)]","(0, 3, 4, 9)", 3 ,3,0.0006189346313476562,0.5596425533294678
10,4,"[(0, 3)]","(0, 3, 5, 6)", 3 ,3,0.00042366981506347656,0.5562589168548584
10,4,"[(0, 3)]","(0, 3, 5, 7)", 3 ,3,0.00031757354736328125,0.5271713733673096
10,4,"[(0, 3)]","(0, 3, 5, 8)", 3 ,3,0.0004162788391113281,0.4683256149291992
10,4,"[(0, 3)]","(0, 3, 5, 9)", 3 ,3,0.0002989768981933594,0.3812403678894043
10,4,"[(0, 3)]","(0, 3, 6, 7)", 3 ,3,0.00034737586975097656,0.5182058811187744
10,4,"[(0, 3)]","(0, 3, 6, 8)", 3 ,3,0.00047898292541503906,0.5831103324890137
10,4,"[(0, 3)]","(0, 3, 6, 9)", 3 ,3,0.0005905628204345703,0.9568729400634766
10,4,"[(0, 3)]","(0, 3, 7, 8)", 3 ,3,0.0006616115570068359,0.7956051826477051
10,4,"[(0, 3)]","(0, 3, 7, 9)", 3 ,3,0.0005543231964111328,0.6378879547119141
10,4,"[(0, 3)]","(0, 3, 8, 9)", 3 ,3,0.00043582916259765625,0.7515745162963867
10,4,"[(0, 3)]","(0, 4, 5, 6)", 3 ,3,0.0004305839538574219,0.8074877262115479
10,4,"[(0, 3)]","(0, 4, 5, 7)", 3 ,3,0.0005924701690673828,0.699615478515625
10,4,"[(0, 3)]","(0, 4, 5, 8)", 3 ,3,0.0005996227264404297,0.5918416976928711
10,4,"[(0, 3)]","(0, 4, 5, 9)", 3 ,3,0.0005340576171875,0.581028938293457
10,4,"[(0, 3)]","(0, 4, 6, 7)", 3 ,3,0.0004165172576904297,0.6588225364685059
10,4,"[(0, 3)]","(0, 4, 6, 8)", 3 ,3,0.0003867149353027344,0.7557244300842285
10,4,"[(0, 3)]","(0, 4, 6, 9)", 3 ,3,0.0003998279571533203,0.6155457496643066
10,4,"[(0, 3)]","(0, 4, 7, 8)", 3 ,3,0.00039267539978027344,0.6102461814880371
10,4,"[(0, 3)]","(0, 4, 7, 9)", 3 ,3,0.0006515979766845703,0.7685821056365967
10,4,"[(0, 3)]","(0, 4, 8, 9)", 3 ,3,0.0006227493286132812,0.9894680976867676
10,4,"[(0, 3)]","(0, 5, 6, 7)", 3 ,3,0.0008859634399414062,0.9162745475769043
10,4,"[(0, 3)]","(0, 5, 6, 8)", 3 ,3,0.0006265640258789062,0.8797309398651123
10,4,"[(0, 3)]","(0, 5, 6, 9)", 3 ,3,0.0006175041198730469,0.9428553581237793
10,4,"[(0, 3)]","(0, 5, 7, 8)", 3 ,3,0.0007078647613525391,0.6236510276794434
10,4,"[(0, 3)]","(0, 5, 7, 9)", 3 ,3,0.0004069805145263672,0.7049722671508789
10,4,"[(0, 3)]","(0, 5, 8, 9)", 3 ,3,0.0005807876586914062,1.053295373916626
10,4,"[(0, 3)]","(0, 6, 7, 8)", 3 ,3,0.0006279945373535156,0.8548636436462402
10,4,"[(0, 3)]","(0, 6, 7, 9)", 3 ,3,0.0006105899810791016,0.6178121566772461
10,4,"[(0, 3)]","(0, 6, 8, 9)", 3 ,3,0.0004525184631347656,0.6702473163604736
10,4,"[(0, 3)]","(0, 7, 8, 9)", 3 ,3,0.0005667209625244141,0.6638312339782715
10,4,"[(0, 3)]","(1, 2, 3, 4)", 4 ,4,0.00042176246643066406,0.6900744438171387
10,4,"[(0, 3)]","(1, 2, 3, 5)", 4 ,4,0.0005645751953125,1.0034615993499756
10,4,"[(0, 3)]","(1, 2, 3, 6)", 4 ,4,0.0005898475646972656,1.0675899982452393
10,4,"[(0, 3)]","(1, 2, 3, 7)", 4 ,4,0.000606536865234375,0.7291762828826904
10,4,"[(0, 3)]","(1, 2, 3, 8)", 4 ,4,0.0004229545593261719,0.6681952476501465
10,4,"[(0, 3)]","(1, 2, 3, 9)", 4 ,4,0.00042057037353515625,0.6808552742004395
10,4,"[(0, 3)]","(1, 2, 4, 5)", 4 ,4,0.0004894733428955078,0.6789472103118896
10,4,"[(0, 3)]","(1, 2, 4, 6)", 4 ,4,0.0008223056793212891,0.9706811904907227
10,4,"[(0, 3)]","(1, 2, 4, 7)", 4 ,4,0.0005900859832763672,0.6263518333435059
10,4,"[(0, 3)]","(1, 2, 4, 8)", 4 ,4,0.0005092620849609375,0.620445728302002
10,4,"[(0, 3)]","(1, 2, 4, 9)", 4 ,4,0.0004494190216064453,0.7373583316802979
10,4,"[(0, 3)]","(1, 2, 5, 6)", 4 ,4,0.00046944618225097656,0.9871044158935547
10,4,"[(0, 3)]","(1, 2, 5, 7)", 4 ,4,0.0010635852813720703,0.72586989402771
10,4,"[(0, 3)]","(1, 2, 5, 8)", 4 ,4,0.00042939186096191406,0.6330900192260742
10,4,"[(0, 3)]","(1, 2, 5, 9)", 4 ,4,0.0005509853363037109,0.5980656147003174
10,4,"[(0, 3)]","(1, 2, 6, 7)", 4 ,4,0.0006258487701416016,1.137542724609375
10,4,"[(0, 3)]","(1, 2, 6, 8)", 4 ,4,0.0006420612335205078,0.9855489730834961
10,4,"[(0, 3)]","(1, 2, 6, 9)", 4 ,4,0.0004112720489501953,0.6574554443359375
10,4,"[(0, 3)]","(1, 2, 7, 8)", 4 ,4,0.0004150867462158203,0.7056362628936768
10,4,"[(0, 3)]","(1, 2, 7, 9)", 4 ,4,0.00037217140197753906,0.6352987289428711
10,4,"[(0, 3)]","(1, 2, 8, 9)", 4 ,4,0.00042510032653808594,0.6823351383209229
10,4,"[(0, 3)]","(1, 3, 4, 5)", 4 ,4,0.0004482269287109375,0.6853964328765869
10,4,"[(0, 3)]","(1, 3, 4, 6)", 4 ,4,0.0004534721374511719,0.6039087772369385
10,4,"[(0, 3)]","(1, 3, 4, 7)", 4 ,4,0.0005390644073486328,0.5891244411468506
10,4,"[(0, 3)]","(1, 3, 4, 8)", 4 ,4,0.0009455680847167969,0.7402870655059814
10,4,"[(0, 3)]","(1, 3, 4, 9)", 4 ,4,0.00047588348388671875,0.6197037696838379
